index,Unnamed: 0,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,sebastian_present,catherine_present,baptist_present,jerome_present,francis_present,magdalene_present,mark_present,lucy_present,evangelist_present
125,698.0,"BUGIARDINI, Giuliano",Madonna and Child with Infant St John the Baptist,https://www.wga.hu/html/b/bugiardi/madonn.html,https://www.wga.hu/detail/b/bugiardi/madonn.jpg,web_gallery_bbugiardimadonn.jpg,"The encounter between the Christ Child and the infant St. John during the Holy Family's return from Egypt was a popular theme in Florentine painting, undoubtedly because the Baptist was the patron saint of Florence.",1501-1550,"Oil on panel, diameter 87 cm",False,False,True,False,False,False,False,False,False
149,4540.0,"SODOMA, Il",The Mystic Marriage of St Catherine,https://www.wga.hu/html/s/sodoma/1/mystic_m.html,https://www.wga.hu/detail/s/sodoma/1/mystic_m.jpg,web_gallery_ssodoma1mystic_m.jpg,"The preparatory cartoon for this painting has been identified in the Alte Pinakothek in Munich. Formerly part of the Ricciarelli collection in Volterra, the painting belongs to the period of il Sodoma's sojourn in that city and is dated to 1539-40. Stylistically it is close to other late works of Sodoma, in particular the Madonna and Child with Saints in the collegiate church at Sinalunga.",1501-1550,"Oil on panel, 95 x 76 cm",False,True,False,False,False,False,False,False,False
104,5266.0,"VOUET, Simon",St Jerome and the Angel,https://www.wga.hu/html/v/vouet/1/8jerome.html,https://www.wga.hu/detail/v/vouet/1/8jerome.jpg,web_gallery_vvouet18jerome.jpg,"Simon Vouet was the most versatile of all the French painters in Rome in the 1620s. His earliest pictures are the closest to those of Caravaggio, but his art lacked almost all Caravaggio's sense of drama. Instead, he concentrated on flashy and facile effects, which were, of course, to stand him in good stead at the court of Louis XIII, where he was to become the first French painter to be able to understand and interpret the Italian Baroque. He was good at lighting effects and sharp contrasts of colour. An example of this is the St Jerome and the Angel. This painting is devoid of the drama which marks Caravaggio's St Matthew and the Angel, Vouet relied much more on his technique of strong lighting and bold brushwork, and was never interested in penetrating the essence of his subject-matter.",1601-1650,"Oil on canvas, 145 x 180 cm",False,False,False,True,False,False,False,False,False
83,1490.0,"FERRARI, Giovanni Andrea de",Martha and Mary Magdalene,https://www.wga.hu/html/f/ferrari/giovanni/marthama.html,https://www.wga.hu/detail/f/ferrari/giovanni/marthama.jpg,web_gallery_fferrarigiovannimarthama.jpg,"In composition and overall approach to subject matter Giovanni Andrea appears to have been influenced by Caravaggio's canvas of the same subject. However, while Caravaggio's composition is underpinned by a complex visual and literal tradition associated with this subject, Giovanni Andrea's interpretation appears to be more closely associated with allegorical genre scenes by Venetian masters, such as Titian or Palma Vecchio. Such influence could only have been transmuted into Giovanni Andrea's work through his most influential master, Bernardo Strozzi. Several borrowings from Strozzi are apparent in the present work.",1601-1650,"Oil on canvas, 125 x 90 cm",False,False,False,False,False,True,False,False,False
128,,"s •window: XXIII, line: 3, web: c",Hl. Catherine,https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5Bimage%5D=1267&tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=40&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=5dbdbeaa58951260ffe2c744958c36c3#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/1267.jpg,corpus_1267.jpg,"male saints (with NAME) - martyrdom, suffering, failure, death of a male saint execution, suffering, martyr, torturingOrnaments derived from vegetable forms - AA - stylizedinscription, inscription inscription, inscription",a 1270/75,Transmitted light front single shot,False,True,False,False,False,False,False,False,False
119,1194.0,"CRANACH, Lucas the Elder",The Martyrdom of St Catherine (detail),https://www.wga.hu/html/c/cranach/lucas_e/04/17religi.html,https://www.wga.hu/detail/c/cranach/lucas_e/04/17religi.jpg,web_gallery_ccranachlucas_e0417religi.jpg,,1501-1550,Oil and tempera on limewood,False,True,False,False,False,False,False,False,False
15,,"n •window: II, line: 2, web: a",Hl. Catherine,https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=29&tx_cvma_archive%5Bimage%5D=12954&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=7917a6953ac6cdb4533edde950e9155e#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/12954.jpg,corpus_12954.jpg,"the dispute of st. Catherine of Alexandria with fifty philosophers; sometimes in the presence of the Emperor Maxentius philosopher, debate, fifty",a 1430/34,Transmitted light front detail,False,True,False,False,False,False,False,False,False
124,4640.0,"SUBLEYRAS, Pierre",The Marriage of St Catherine,https://www.wga.hu/html/s/subleyra/marriage.html,https://www.wga.hu/detail/s/subleyra/marriage.jpg,web_gallery_ssubleyramarriage.jpg,,1701-1750,Oil on canvas,False,True,False,False,False,False,False,False,False
94,2362.0,GUERCINO,St Jerome in the Wilderness,https://www.wga.hu/html/g/guercino/1/stjerome.html,https://www.wga.hu/detail/g/guercino/1/stjerome.jpg,web_gallery_gguercino1stjerome.jpg,,1601-1650,"Oil on canvas, 307 x 332 cm",False,False,False,True,False,False,False,False,False
71,,Rosenwald Collection,Saint Catherine,https://www.nga.gov/collection/art-object-page.4006.html,"https://media.nga.gov/iiif/470eef79-8504-4413-af6a-8993e10fdca0/full/!588,600/0/default.jpg",nga_470eef79-8504-4413-af6a-8993e10fdca0.jpg,,1480.0,paste print,False,True,False,False,False,False,False,False,False
20,350.0,"BASSETTI, Marcantonio",St Sebastian,https://www.wga.hu/html/b/bassetti/s_sebast.html,https://www.wga.hu/detail/b/bassetti/s_sebast.jpg,web_gallery_bbassettis_sebast.jpg,"The main subject of this Caravaggesque painting is a study of the male nude, and the arrows seem to have been painted in almost as an afterthought, thus turning the figure into a Saint Sebastian.",1601-1650,"Oil on canvas, 89 x 117 cm",True,False,False,False,False,False,False,False,False
19,5116.0,"VELÁZQUEZ, Diego Rodriguez de Silva y",St John the Evangelist at Patmos,https://www.wga.hu/html/v/velazque/01/0104vela.html,https://www.wga.hu/detail/v/velazque/01/0104vela.jpg,web_gallery_vvelazque010104vela.jpg,"Originally this painting, together with an Immaculate Conception (now in private collection), was in the Carmelite Convent in Seville.",1601-1650,"Oil on canvas, 135 x 102 cm",False,False,False,False,False,False,False,False,True
30,119.0,Francesco Botticini (Francesco di Giovanni),Saint Sebastian Object Page,https://www.metmuseum.org/art/collection/search/435734?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=440&amp;rpp=40&amp;pos=456,https://images.metmuseum.org/CRDImages/ep/original/ep48.78.bw.R.jpg,met_gallery_ep48.78.bw.R.jpg,"The picture was purchased as a work of Andrea del Castagno. The treatment of the landscape, however, is uncharacteristic of Castagno's work, as is the feebly constructed figure. The closest affinities of style are with works by Francesco Botticini (about 1446–97), who seems to have been active in the workshop of Verrocchio in the late 1460s. Although the picture has been dated as early as 1465, it seems to depend from a famous altarpiece by Botticelli of 1473–74 in the Gemäldegalerie, Berlin-Dahlem. The picture has suffered considerable damage. In addition to a large loss running through the torso of the saint, the picture has been massively abraded through overcleaning. The form to the right of the saint is a pentimento.",,Tempera and oil on wood,True,False,False,False,False,False,False,False,False
121,5384.0,Jean Bellegambe,Saint Catherine,https://www.artic.edu/artworks/100346/saint-catherine,"https://www.artic.edu/iiif/2/c9fc58cb-18a5-5009-1a6b-90e5a7483798/full/600,/0/default.jpg",chicago_art_gallery_c9fc58cb-18a5-5009-1a6b-90e5a7483798.jpg,"Jean Bellegambe worked in Douai, in a part of northern France that was once part of the county of Flanders. These panels are the wings of a triptych, a three-paneled folding altarpiece, whose center (now in the Musées Royaux des Beaux-Arts, Brussels) shows the Virgin and Child enthroned under an elaborate architectural canopy.  The two elegant saints are identifiable by their attributes: for Catherine, the wheel upon which she was tortured and the sword with which she was martyred; and for Barbara, the tower where her father locked her up to keep her safe from suitors. Saint Catherine also holds a ring, which the Christ Child in the Brussels panel reaches to grasp, thus indicating that their mystical union was the subject of the triptych.  The tops of the two wings have been rounded off to mask their original function as moveable shutters to the left and right of the center panel.  The backs and fronts of the wings were also separated; the backs of the wings, showing the Annunciation when the triptych was closed, are now in the Walters Art Museum, Baltimore.", 1515–1525,Oil on panel,False,True,False,False,False,False,False,False,False
40,4129.0,"RENI, Guido",St Mary Magdalene,https://www.wga.hu/html/r/reni/2/marymagd.html,https://www.wga.hu/detail/r/reni/2/marymagd.jpg,web_gallery_rreni2marymagd.jpg,"Executed by Reni for the Cardinal Antonio Santacroce, this painting of the Magdalene was presented by Valerio Santacroce to Cardinal Antonio Barberini in December 1641, after the death of its original owner. Its completion can be securely dated to 1633, the year in which Vizzani published an encomiastic description of the picture.",1601-1650,"Oil on canvas, 234 x 151 cm",False,False,False,False,False,True,False,False,False
4,4984.0,"UNKNOWN MASTER, German",St Sebastian,https://www.wga.hu/html/m/master/zunk_ge/zunk_ge4b/x_sebast.html,https://www.wga.hu/detail/m/master/zunk_ge/zunk_ge4b/x_sebast.jpg,web_gallery_mmasterzunk_gezunk_ge4bx_sebast.jpg,"This panel was one of the side wing of an altar triptych which the workshop of Lucas Cranach the Elder produced for the Bishop of Eichstätt. The local patron saints Willibald and Walburga, adored by the bishop, occupied the central panel, which is now in the Historical Museum in Bamberg. The side wings with Sts Sebastian and Roch on the inner sides are still in the possession of the diocese.",1501-1550,Tempera on wood,True,False,False,False,False,False,False,False,False
35,3227.0,MASTER of the Life of the Virgin,"Christ on the Cross with Mary, John and Mary Magdalene",https://www.wga.hu/html/m/master/life/christ_c.html,https://www.wga.hu/detail/m/master/life/christ_c.jpg,web_gallery_mmasterlifechrist_c.jpg,The panel is a common work with the Master of the Lyversberg Passion (active in Cologne 1460-1490).,1451-1500,"Oak, 86,4 x 72,9 cm",False,False,False,False,False,True,False,False,False
66,1786.0,GIOTTO di Bondone,Saint Francis and Saint Clare,https://www.wga.hu/html/g/giotto/assisi/upper/05saints.html,https://www.wga.hu/detail/g/giotto/assisi/upper/05saints.jpg,web_gallery_ggiottoassisiupper05saints.jpg,This fresco representing Saint Francis and Saint Clare is on the soffit of the entrance arch.,1301-1350,Fresco,False,False,False,False,True,False,False,False,False
100,5065.0,"UNKNOWN MASTER, Italian",St John the Baptist,https://www.wga.hu/html/m/master/xunk_it/xunk_it5/baptist.html,https://www.wga.hu/detail/m/master/xunk_it/xunk_it5/baptist.jpg,web_gallery_mmasterxunk_itxunk_it5baptist.jpg,"This painting clearly pertains the naturalistic language that developed following the Caravaggesque revolution of the early seventeenth century. The language informing the painting reflects the specific Neapolitan milieu following the overpowering presence of Caravaggio in the city between 1606 and 1610, The painting was executed by an anonymous Neapolitan Caravaggesque painter.",1601-1650,"Oil on canvas, 136 x 99 cm",False,False,True,False,False,False,False,False,False
144,3989.0,"PROCACCINI, Giulio Cesare",St Sebastian Tended by Angels,https://www.wga.hu/html/p/procacci/giulio/sebastia.html,https://www.wga.hu/detail/p/procacci/giulio/sebastia.jpg,web_gallery_pprocaccigiuliosebastia.jpg,"This altarpiece once decorated an altar of the church of Santa Maria presso San Celso in Milan. It was confiscated by the French authorities and then exhibited in the Louvre, before being sent to Brussels.",1601-1650,"Oil on wood, 285 x 139 cm",True,False,False,False,False,False,False,False,False
102,4192.0,"RIZI, Francisco",Virgin and Child with Sts Philip and Francis,https://www.wga.hu/html/r/rizi/1virgin.html,https://www.wga.hu/detail/r/rizi/1virgin.jpg,web_gallery_rrizi1virgin.jpg,"At the end of the 1640s Rizi worked at the court in Madrid, although without an official appointment. Part of his time was dedicated to painting for the Buen Retiro theater, where his undeniable talent for scenographic painting developed. This is displayed in his Virgin and Child with Sts Philip and Francis which might be called the first High Baroque altarpiece painting in Spain. The composition is enclosed within an illusionistic proscenium arch, behind which is seen a landscape vista drawn in the deep perspective of contemporary stage sets. The Virgin and Child are surrounded by a small army of fluttering putti, whose varied poses imitate the heavenly glories of Rubens. While the main figures are still firmly and solidly drawn, they have taken on a new sense of animation and movement.",1651-1700,Oil on canvas,False,False,False,False,True,False,False,False,False
8,3991.0,"PROCACCINI, Giulio Cesare",The Virgin and Child with the Infant St John the Baptist and Attendant Angels,https://www.wga.hu/html/p/procacci/giulio/virgin_c.html,https://www.wga.hu/detail/p/procacci/giulio/virgin_c.jpg,web_gallery_pprocaccigiuliovirgin_c.jpg,"Procaccini, although relatively little-known outside Italy, was one of the most successful and prolific painters of the early years of the seventeenth century. He was born into an artistic family in Bologna, which moved to Milan in the mid-1580s. His earliest works were statues commissioned for churches in Milan and Cremona, but in about 1600 he turned to painting. He worked across much of northern Italy, finding employment in Modena, Cremona, Pavia and Genoa, where he assimilated a broad range of styles.",1601-1650,"Oil on panel, 51 x 37 cm",False,False,True,False,False,False,False,False,False
137,2308.0,"GRECO, El",St Jerome as a Scholar (detail),https://www.wga.hu/html/g/greco_el/21/2103grec.html,https://www.wga.hu/detail/g/greco_el/21/2103grec.jpg,web_gallery_ggreco_el212103grec.jpg,,1551-1600,Oil on canvas,False,False,False,True,False,False,False,False,False
42,4334.0,"SALIMBENI, Ventura",St Catherine of Alexandria (detail),https://www.wga.hu/html/s/salimben/catheri1.html,https://www.wga.hu/detail/s/salimben/catheri1.jpg,web_gallery_ssalimbencatheri1.jpg,"The saint is rendered in an elegant, lyrical manner, rather than a realistic one.",1601-1650,Oil on canvas,False,True,False,False,False,False,False,False,False
47,157.0,Francescuccio Ghissi (Francesco di Cecco Ghissi),Saint John the Evangelist Causes a Pagan Temple to Collapse Object Page,https://www.metmuseum.org/art/collection/search/436497?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=514,https://images.metmuseum.org/CRDImages/ep/original/DP375436.jpg,met_gallery_DP375436.jpg,"These three charming scenes belong to an altarpiece painted about 1370, probably for a church in the artist’s native Fabriano, in the region of the Marches. They illustrate the life of Saint John the Evangelist and follow the thirteenth-century Golden Legend. Saint John raises a young man, Satheus, from the dead; Satheus rebukes two former disciples for their interest in worldly goods, whereupon they return to Saint John and beg forgiveness; Saint John prays for the destruction of the Temple of Diana. Together with five other scenes, they were arranged in two tiers to either side of a Crucifixion.For more information about these paintings, including a reconstruction of the altarpiece, visit metmuseum.org.",,"Tempera on wood, gold ground",False,False,False,False,False,False,False,False,True
103,4477.0,"SIGNORELLI, Luca",Mary Magdalene,https://www.wga.hu/html/s/signorel/various/7magdale.html,https://www.wga.hu/detail/s/signorel/various/7magdale.jpg,web_gallery_ssignorelvarious7magdale.jpg,,1451-1500,Panel,False,False,False,False,False,True,False,False,False
143,,Rosenwald Collection,Saint Sebastian,https://www.nga.gov/collection/art-object-page.3277.html,"https://media.nga.gov/iiif/70360f64-c1d9-4366-b6e5-aad68269c73a/full/!588,600/0/default.jpg",nga_70360f64-c1d9-4366-b6e5-aad68269c73a.jpg,,1480.0,engraving on laid paper,True,False,False,False,False,False,False,False,False
77,158.0,Francescuccio Ghissi (Francesco di Cecco Ghissi),Saint John the Evangelist with Acteus and Eugenius Object Page,https://www.metmuseum.org/art/collection/search/436496?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=515,https://images.metmuseum.org/CRDImages/ep/original/DP375435.jpg,met_gallery_DP375435.jpg,"These three charming scenes belong to an altarpiece painted about 1370, probably for a church in the artist’s native Fabriano, in the region of the Marches. They illustrate the life of Saint John the Evangelist and follow the thirteenth-century Golden Legend. Saint John raises a young man, Satheus, from the dead; Satheus rebukes two former disciples for their interest in worldly goods, whereupon they return to Saint John and beg forgiveness; Saint John prays for the destruction of the Temple of Diana. Together with five other scenes, they were arranged in two tiers to either side of a Crucifixion.For more information about these paintings, including a reconstruction of the altarpiece, visit metmuseum.org.",,"Tempera on wood, gold ground",False,False,False,False,False,False,False,False,True
37,2853.0,"LOTTO, Lorenzo",St Lucy Altarpiece (detail),https://www.wga.hu/html/l/lotto/4/15lucy1.html,https://www.wga.hu/detail/l/lotto/4/15lucy1.jpg,web_gallery_llotto415lucy1.jpg,,1501-1550,Oil on wood,False,False,False,False,False,False,False,True,False
106,4157.0,"RIBERA, Jusepe de",St Jerome,https://www.wga.hu/html/r/ribera/1/jerome.html,https://www.wga.hu/detail/r/ribera/1/jerome.jpg,web_gallery_rribera1jerome.jpg,"The image of St Jerome, one of the four Fathers of the Church and a favourite subject of popular religious devotion, was also one of Ribera's favourite themes. In fact, according to the most recent historiography, he painted forty-four different versions of this subject.",1601-1650,"Oil on canvas, 128,5 x 102 cm",False,False,False,True,False,False,False,False,False
70,1316.0,"DOLCI, Carlo",Magdalene,https://www.wga.hu/html/d/dolci/magdalen.html,https://www.wga.hu/detail/d/dolci/magdalen.jpg,web_gallery_ddolcimagdalen.jpg,"This is among the most noted works of Carlo Dolci. It was once at the Uffizi, and was placed in the Pitti during the rearrangement of 1928.",1601-1650,"Oil on canvas, 73 x 56 cm",False,False,False,False,False,True,False,False,False
36,275.0,"BAGLIONE, Giovanni",St John the Baptist in the Wilderness,https://www.wga.hu/html/b/baglione/johnbapt.html,https://www.wga.hu/detail/b/baglione/johnbapt.jpg,web_gallery_bbaglionejohnbapt.jpg,"Baglione, a colleague and rival of Caravaggio, explored the subject of St John the Baptist in the Wilderness as early as 1600 and he continued to paint images of St John the Baptist throughout his long and productive career.",1601-1650,"Oil on canvas, 194 x 151 cm",False,False,True,False,False,False,False,False,False
122,4856.0,"TURA, Cosmè",St Francis of Assisi and Announcing Angel (panels of a polyptych),https://www.wga.hu/html/t/tura/polyptyc/polypt_1.html,https://www.wga.hu/detail/t/tura/polyptyc/polypt_1.jpg,web_gallery_tturapolyptycpolypt_1.jpg,"There are four small panels of identical size in the National Gallery of Art in Washington which are thought to belonged to the eight paintings executed by Tura for a small triptych commissioned by the Duke Ercole I d'Este in 1475. The four paintings are St Francis, the Announcing Angel, the Virgin Announced and St Maurelio.",1451-1500,"Oil on panel, 30 x 11 cm (each)",False,False,False,False,True,False,False,False,False
147,4371.0,SANO di Pietro,St Jerome,https://www.wga.hu/html/s/sano/tripticx.html,https://www.wga.hu/detail/s/sano/tripticx.jpg,web_gallery_ssanotripticx.jpg,St Jerome is on the left wing of a triptych.,1401-1450,"Tempera on panel, 95 x 51 cm",False,False,False,True,False,False,False,False,False
90,2826.0,"LOTTO, Lorenzo",Madonna with the Child and Sts Rock and Sebastian,https://www.wga.hu/html/l/lotto/3/13madonn.html,https://www.wga.hu/detail/l/lotto/3/13madonn.jpg,web_gallery_llotto313madonn.jpg,,1501-1550,"Oil on wood, 80 x 70 cm",True,False,False,False,False,False,False,False,False
31,2499.0,"JUANES, Juan de",St John the Evangelist,https://www.wga.hu/html/j/juanes/st_john.html,https://www.wga.hu/detail/j/juanes/st_john.jpg,web_gallery_jjuanesst_john.jpg,"This panel representing St John the Evangelist, together with three others representing St Vincent Ferrer, St John the Baptist and St Bernard, once probably belonged to a larger altarpiece. St John the Evangelist and St John the Baptist are depicted in an idealized landscape setting, while the figures of St Vincent Ferrer and St Bernardino are positioned on a squared marble floor, with a parapet behind.",1551-1600,"Oil on panel, 93 x 55 cm",False,False,False,False,False,False,False,False,True
76,2928.0,"MANETTI, Rutilio",St Catherine of Siena,https://www.wga.hu/html/m/manetti/scatheri.html,https://www.wga.hu/detail/m/manetti/scatheri.jpg,web_gallery_mmanettiscatheri.jpg,,1601-1650,"Oil on canvas, 78 x 63 cm",False,True,False,False,False,False,False,False,False
118,2771.0,LORENZO Monaco,The Beheading of St Catherine of Alexandria,https://www.wga.hu/html/l/lorenzo/monaco/1/03monaco.html,https://www.wga.hu/detail/l/lorenzo/monaco/1/03monaco.jpg,web_gallery_llorenzomonaco103monaco.jpg,This predella panel was among other widely scattered panels of the high altar of the Florentine monastic church of San Gaggio (also known as Santa Caterina al Monte).,1401-1450,"Poplar, 42 x 57 cm",False,True,False,False,False,False,False,False,False
30,35.0,ALTICHIERO da Zevio,The Funeral of St Lucy,https://www.wga.hu/html/a/altichie/1/4saints3.html,https://www.wga.hu/detail/a/altichie/1/4saints3.jpg,web_gallery_aaltichie14saints3.jpg,"The first Lucy scene in the lower register shows the steadfastness of the saint before the judge Paschasius, the second and unsuccessful attempt to have her brought to a brothel with a team of oxen. These scenes are followed by the martyrdom of the saint, and the concluding scene is her burial.",1351-1400,"Fresco, 237 x 290 cm",False,False,False,False,False,False,False,True,False
87,4476.0,"SIGNORELLI, Luca",Martyrdom of St Sebastian,https://www.wga.hu/html/s/signorel/various/63sebast.html,https://www.wga.hu/detail/s/signorel/various/63sebast.jpg,web_gallery_ssignorelvarious63sebast.jpg,"The figure bending at the waist was a popular motif at the end of the fifteenth century, especially experimented with for the companies of archers in narratives of St Sebastian's torture. Such poses give variation to figural groups and demonstrate the artist's skill, both in drawing and in placing the figure in a complex space.",1451-1500,Oil on wood288 x 175 cm,True,False,False,False,False,False,False,False,False
80,2138.0,"GOZZOLI, Benozzo",Madonna and Child between St Francis and St Bernardine of Siena,https://www.wga.hu/html/g/gozzoli/1early/03fortu1.html,https://www.wga.hu/detail/g/gozzoli/1early/03fortu1.jpg,web_gallery_ggozzoli1early03fortu1.jpg,"Benozzo began his stay in Montefalco (Umbria) in the second half of 1449. There he at first worked in the monastery church of San Fortunato, renovated in 1446, which is situated 1,2 km outside the town on the road to Spoleto. Only fractions now remain of the cycle of frescoes dating from 1450. A lunette fresco of the Madonna and Child between St Francis and St Bernadine of Siena above the entrance portal has survived. ",1451-1500,Fresco,False,False,False,False,True,False,False,False,False
99,5882.0,Jacques Callot,The Martyrdom of Saint Sebastian,https://www.artic.edu/artworks/77482/the-martyrdom-of-saint-sebastian,"https://www.artic.edu/iiif/2/df29978c-3e0f-3c52-1365-359a785ce74f/full/600,/0/default.jpg",chicago_art_gallery_df29978c-3e0f-3c52-1365-359a785ce74f.jpg,Lieure 670 I/II,Artist's working dates 1612–1635,Etching on paper,True,False,False,False,False,False,False,False,False
89,,"n •window: II,line: 3,lane: c","Descent of the Holy Spirit with Mary, the Twelve Apostles and Saints Martha and Magdalene (detail)",https://corpusvitrearum.de/cvma-digital/bildarchiv.html?tx_cvma_archive%5B%40widget_0%5D%5BcurrentPage%5D=29&tx_cvma_archive%5Bimage%5D=12969&tx_cvma_archive%5Baction%5D=show&tx_cvma_archive%5Bcontroller%5D=Gallery&cHash=3fcdc755cbdd135091893b37ca33729c#content,https://corpusvitrearum.de/typo3temp/cvma/_processed_/pics/medium/12969.jpg,corpus_12969.jpg,"St. Catherine of Alexandria before Emperor Maxentius; she refuses the worship of pagan statues statue, refuse (worship), before",a 1430/34,Transmitted light front detail,False,False,False,False,False,True,False,False,False
127,806.0,CARAVAGGIO,St Jerome,https://www.wga.hu/html/c/caravagg/07/43jerome.html,https://www.wga.hu/detail/c/caravagg/07/43jerome.jpg,web_gallery_ccaravagg0743jerome.jpg,"The suntan revealed in this upright picture on the old man's face and hands, in contrast to the light colour on his arms and upper body, indicates that Caravaggio was again studying from a living model. Strong shadows disturb the structural features of the upper body. With only a piece of white drapery around his loins, and his Cardinal-red mantle slung across his legs, the old man has his left hand resting on his mantle, which also covers the table, whilst he is pensively stroking his beard with his right hand. Although his head is lowered, he is not looking at the skull in front of him. That said, the skull's empty eye-sockets appear to be staring at him.",1551-1600,"Oil on canvas, 118 x 81 cm",False,False,False,True,False,False,False,False,False
140,5221.0,"VIVARINI, Alvise",St John the Baptist,https://www.wga.hu/html/v/vivarini/alvise/murano1.html,https://www.wga.hu/detail/v/vivarini/alvise/murano1.jpg,web_gallery_vvivarinialvisemurano1.jpg,"Originally this panel hung in the Church of San Pietro Martire on Murano. The cool crystalline palette, the subtly agitated brushwork, and the depth of the bare, timeless landscape at the feet of the Saint make this painting (together with the other panel representing St Matthew) one of the artist's most evocative works.",1451-1500,"Tempera on wood, 137 x 53 cm",False,False,True,False,False,False,False,False,False
91,3763.0,"PIAZZA DA LODI, Callisto",St Catherine of Alexandria,https://www.wga.hu/html/p/piazza/callisto/catherin.html,https://www.wga.hu/detail/p/piazza/callisto/catherin.jpg,web_gallery_ppiazzacallistocatherin.jpg,"The painting, once attributed by Berenson to Piero, was originally a round panel. Traces of the former round edge are visible in the bottom corners, though the picture was later adapted to fit a rectangular frame. The panel is cryptically signed with the initials ""C P L F"", which was correctly understood to mean ""Calistus de Platea Laudendis fecit"". Dated to between the late 1530's and early 1540's, this picture shows the influence of Lombard and Leonardesque currents, which Callisto unites with references to the art of Raphael's Florentine period. The Florentine influences are particularly notable considering that Callisto's city of Lodi was a centre of Lombard painting at the time. ",1501-1550,"Oil on panel, 66,6 x 51 cm",False,True,False,False,False,False,False,False,False
48,1516.0,"FONTEBASSO, Francesco",The Virgin Mary Appears to St Jerome,https://www.wga.hu/html/f/fontebas/virginap.html,https://www.wga.hu/detail/f/fontebas/virginap.jpg,web_gallery_ffontebasvirginap.jpg,"The theme of the Holy Virgin accompanied by angels appearing to the penitent St Jerome in the desert was interpreted by Fontebasso several times. The versions of Paris (Louvre), Vienna (Bossi Collection), Padua (Museo Civico) and London, as well as the two drawings in Bologna are similar to the Budapest picture, but for a different arrangement. The saint is seated in the foreground, leaning against his book, or praying and resting while his attention is held by the lion and his eyes are peering into the distance. In the Budapest picture he finally finds peace in death, lying on the matting with a cross on his breast. All these similar small representations, some with a semicircular top, are thought to have belonged to a series of devotional pictures.",1701-1750,"Oil on canvas, 30 x 22 cm",False,False,False,True,False,False,False,False,False
109,1224.0,"CRIVELLI, Carlo",St Catherine of Siena,https://www.wga.hu/html/c/crivelli/carlo/candele3.html,https://www.wga.hu/detail/c/crivelli/carlo/candele3.jpg,web_gallery_ccrivellicarlocandele3.jpg,"The four saints (Augustine, Nicholas, Catherine of Siena, and Lucy) in the Avignon museum formed the pilasters of an altarpiece whose central panel, the Madonna della Candeletta, is located in the Brera Museum in Milan.",1451-1500,"Panel, gold ground, 50 x 15 cm",False,True,False,False,False,False,False,False,False
32,2400.0,"HERLIN, Friedrich",St George and St Sebastian,https://www.wga.hu/html/h/herlin/saints.html,https://www.wga.hu/detail/h/herlin/saints.jpg,web_gallery_hherlinsaints.jpg,"These fragmentary panels showing the standing figures of Sts George and Sebastian. A indicated by the fragments of arches below, the saints must originally have belonged to the top half of a panel consisting four figures, which probably formed the right wing of a folding triptych. Presumably a complementary arrangement was present on the lost left wing. The original eight standing figures (four at left, four at right) was probably located  on the wing exteriors, visible in the closed state of the triptych.",1451-1500,"Oil on panel, 75 x 34 cm (each)",True,False,False,False,False,False,False,False,False
55,5147.0,"VERONESE, Paolo",Sts Mark and Marcellinus Being Led to Martyrdom (detail),https://www.wga.hu/html/v/veronese/02a/1choir/1marcel3.html,https://www.wga.hu/detail/v/veronese/02a/1choir/1marcel3.jpg,web_gallery_vveronese02a1choir1marcel3.jpg,,1551-1600,Oil on canvas,False,False,False,False,False,False,True,False,False
11,,Rosenwald Collection,Christ Appearing to Mary Magdalene,https://www.nga.gov/collection/art-object-page.3710.html,"https://media.nga.gov/iiif/7e3969d5-6e78-414e-a4ea-842d426db9f6/full/!588,600/0/default.jpg",nga_7e3969d5-6e78-414e-a4ea-842d426db9f6.jpg,,1460.0,"woodcut, hand-colored in green, gray, olive, red lake, and gold",False,False,False,False,False,True,False,False,False
40,1723.0,"GHIRLANDAIO, Domenico",St Mark the Evangelist,https://www.wga.hu/html/g/ghirland/domenico/6tornab/63tornab/7vault2.html,https://www.wga.hu/detail/g/ghirland/domenico/6tornab/63tornab/7vault2.jpg,web_gallery_gghirlanddomenico6tornab63tornab7vault2.jpg,In the Gothic vaults of the Tornabuoni Chapel the four Evangelists are floating on clouds.,1451-1500,Fresco,False,False,False,False,False,False,True,False,True
